ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude
ID632908981,1 Blackshaw St,2,h,1668000.0,24/09/2016,1.0,2.0,595.0,21.0,-37.9092,145.0507
ID897311804,4/48 Banksia Gr,3,h,500000.0,1/07/2017,1.0,1.0,268.0,3.0,-37.70367,144.88081
ID726298088,1/17 Claudel St,3,t,820000.0,17/06/2017,2.0,1.0,200.0,6.0,-37.91017,145.11488
ID411220248,63 Cornwall Rd,3,h,721000.0,27/11/2016,1.0,2.0,542.0,21.0,-37.7189,144.9367
ID542733843,15 Rose St,2,h,1550000.0,17/06/2017,1.0,0.0,212.0,84.0,-37.85068,145.01578999999995
ID930153904,10/40 Young St,2,t,515000.0,12/11/2016,1.0,1.0,1981.0,13.0,-37.7677,144.9221
ID161172790,6/350 Somerville Rd,2,h,502000.0,6/05/2017,1.0,1.0,2701.0,8.0,-37.8109,144.8684
ID638345547,39 Kiewa St,3,h,1542000.0,8/04/2017,2.0,2.0,980.0,39.0,-37.7883,145.1387
ID966621481,11A Taylor St,4,h,1300000.0,19/08/2017,3.0,2.0,221.0,19.0,-37.90381,145.01821999999999
ID986020437,6 Normanby Ct,2,h,613000.0,13/05/2017,1.0,0.0,391.0,59.0,-37.7349,145.0398
ID656156354,2 Kershaw St,4,h,1320000.0,3/09/2017,2.0,5.0,600.0,69.0,-37.998059999999995,145.08829
ID721706789,15 Mirams St,4,h,1345000.0,25/02/2017,1.0,1.0,552.0,99.0,-37.7769,144.9138
ID949180876,7 Wiltshire St,3,h,1425000.0,17/06/2017,3.0,3.0,81.0,19.0,-37.82622,144.99878999999999
ID670291250,10/90 Yarralea St,1,u,320000.0,6/05/2017,1.0,1.0,915.0,104.0,-37.7793,145.0327
ID985207476,31 Gardiner Pde,4,h,2625000.0,19/11/2016,3.0,2.0,840.0,89.0,-37.8538,145.0641
ID924951250,26 Carnarvon Rd,3,h,1720000.0,16/09/2017,1.0,2.0,631.0,119.0,-37.73887,144.91103
ID857379495,4/1 Allard St,2,u,473000.0,4/06/2016,1.0,2.0,568.0,49.0,-37.7682,144.9422
ID129145382,70 Barry St,3,h,785000.0,24/09/2016,1.0,1.0,719.0,5.0,-37.709,145.0015
ID664240595,24 Clarence St,3,h,1940000.0,20/05/2017,2.0,2.0,439.0,107.0,-37.891999999999996,145.0103
ID826283347,17 Ardwick St,3,h,1532000.0,9/09/2017,1.0,2.0,628.0,69.0,-37.92716,145.03778
ID969057131,21 Stoneyfell Rd,4,h,527000.0,26/08/2017,2.0,2.0,400.0,8.0,-37.90858,144.77771
ID504443529,138 Bellbridge Dr,3,h,520000.0,27/05/2017,2.0,2.0,530.0,20.0,-37.867129999999996,144.71086
ID630779452,382A Smith St,2,t,931000.0,16/09/2017,1.0,1.0,109.0,18.0,-37.79737,144.98492
ID509346226,45 Cosmos St,5,h,810000.0,11/03/2017,4.0,4.0,695.0,69.0,-37.7028,144.9377
ID439876676,2/2 Dundas St,2,u,450000.0,18/03/2017,1.0,1.0,0.0,49.0,-37.7526,145.0023
ID334953305,1/30 Lisson Gr,2,h,1480000.0,24/06/2017,0.0,0.0,241.0,129.0,-37.82679,145.03021
ID883607352,27 Parkmore Rd,4,h,1310000.0,18/03/2017,2.0,2.0,606.0,16.0,-37.9147,145.0645
ID907723595,1/34 Campbell St,2,u,525000.0,15/07/2017,1.0,1.0,0.0,39.0,-37.82118,145.24138
ID838359240,19 Glassford St,3,h,2365000.0,18/06/2016,2.0,1.0,316.0,53.0,-37.8521,145.019
ID795307143,1001/639 Little Bourke St,2,u,470000.0,18/03/2017,1.0,2.0,0.0,102.0,-37.816,144.9535
ID757325081,8/36 Power St,2,u,600000.0,4/03/2017,1.0,1.0,0.0,5.0,-37.816,145.0272
ID806571788,4 Clifton St,5,h,1820000.0,28/05/2016,3.0,2.0,344.0,80.0,-37.7677,145.0085
ID209449708,18 Ethel St,2,h,1023000.0,3/09/2017,1.0,0.0,154.0,129.0,-37.77221,144.97537
ID368154697,5/16 St Georges Rd,2,u,741000.0,16/04/2016,1.0,1.0,0.0,53.0,-37.8829,145.0033
ID668548245,3/59 Poath Rd,2,h,692000.0,25/02/2017,1.0,2.0,0.0,28.0,-37.8929,145.0765
ID680604767,76 North Rd,2,h,920000.0,16/09/2017,1.0,2.0,665.0,64.0,-37.72303,145.01883999999995
ID342835567,2/203 Booran Rd,2,u,790000.0,26/08/2017,1.0,1.0,919.0,9.0,-37.8981,145.03551000000004
ID941954933,240 Coogee La,3,h,1330000.0,29/04/2017,2.0,2.0,184.0,13.0,-37.8629,144.8896
ID384521060,1 James St,3,h,650000.0,19/11/2016,1.0,1.0,725.0,49.0,-37.7115,144.9731
ID661036404,36 Bayview Rd,3,h,1085000.0,24/06/2017,1.0,1.0,297.0,99.0,-37.808279999999996,144.8856
ID232068426,3/8 Alicia St,2,u,500000.0,27/06/2016,1.0,1.0,0.0,49.0,-37.9436,145.0027
ID354669729,5 Highgate St,3,h,966000.0,27/11/2016,2.0,2.0,456.0,49.0,-37.823,144.8768
ID967067828,60 Cramer St,3,h,910000.0,14/05/2016,1.0,1.0,486.0,64.0,-37.7395,144.9966
ID420356671,26/12 Fitzroy St,1,u,385000.0,10/12/2016,1.0,1.0,0.0,14.0,-37.8614,144.9741
ID176517426,26 Octantis St,4,h,1390000.0,8/07/2017,3.0,2.0,664.0,41.0,-37.77813,145.16558
ID309261068,27 Miller St,3,h,1320000.0,3/06/2017,2.0,1.0,276.0,109.0,-37.751259999999995,144.89558
ID927311666,3 Victoria St,2,h,822500.0,28/08/2016,1.0,1.0,219.0,119.0,-37.7627,144.9141
ID336683136,110 Ingles St,2,h,790000.0,24/09/2016,1.0,1.0,108.0,59.0,-37.8329,144.9463
ID786284663,11 Madden St,4,h,1048000.0,10/09/2016,2.0,1.0,647.0,99.0,-37.79,144.8815
ID709680738,80 Coventry St,3,h,1220000.0,12/11/2016,1.0,1.0,0.0,7.0,-37.8288,144.9679
ID153861061,41 Clayton Rd,2,h,1114000.0,3/06/2017,1.0,1.0,703.0,59.0,-37.902409999999996,145.12378
ID921081518,2/66 Walsh St,2,u,860000.0,3/09/2017,1.0,1.0,644.0,19.0,-37.83652,144.98522
ID160395041,9/35 Powlett St,2,u,872000.0,28/05/2016,0.0,0.0,0.0,89.0,-37.8154,144.9851
ID400039213,32 Elton Rd,3,h,663500.0,3/06/2017,1.0,2.0,736.0,59.0,-37.88909,145.26935
ID498551974,22/530 Toorak Rd,2,u,531000.0,18/03/2017,1.0,1.0,0.0,59.0,-37.8424,145.0184
ID931461572,171 Southern Rd,3,h,950000.0,22/04/2017,1.0,3.0,695.0,63.0,-37.7416,145.0406
ID362692206,24/294 Nicholson St,2,u,450000.0,6/08/2016,1.0,2.0,0.0,49.0,-37.8087,144.8978
ID453555386,4 Matthews Ct,3,h,2820000.0,10/12/2016,2.0,2.0,600.0,52.0,-37.8332,145.0117
ID585704702,315 Elizabeth Dr,3,h,500000.0,22/07/2017,1.0,3.0,678.0,44.0,-37.56935,144.7241
ID596412405,3 Garden St,3,h,1494000.0,3/06/2017,1.0,0.0,333.0,51.0,-37.8649,144.89524
ID255913249,487 Hoddle St,3,h,1652500.0,13/05/2017,1.0,0.0,276.0,115.0,-37.7933,144.9938
ID188691057,5 Charles St,3,h,1465000.0,4/03/2017,2.0,0.0,134.0,119.0,-37.8093,144.9944
ID988459433,21A Cosmos St,3,h,577000.0,18/03/2017,1.0,2.0,706.0,49.0,-37.7053,144.9372
ID372132252,111 Nepean Hwy,3,h,1060000.0,27/05/2017,2.0,1.0,306.0,44.0,-37.895070000000004,145.00477
ID783040740,95 Walter St,4,h,1480000.0,17/09/2016,2.0,2.0,597.0,80.0,-37.7757,144.9088
ID577274215,6/14 Woorigoleen Rd,3,u,1350000.0,12/08/2017,2.0,1.0,187.0,79.0,-37.84297,145.01819
ID666508361,2/61 Canterbury Rd,2,u,535000.0,4/06/2016,1.0,1.0,760.0,89.0,-37.8474,144.9625
ID866300058,73 Belford Rd,3,h,1750000.0,4/03/2017,1.0,3.0,650.0,49.0,-37.7955,145.0473
ID906575418,4/1 Rhodes Pde,3,h,500000.0,30/07/2016,1.0,2.0,191.0,6.0,-37.7168,144.9329
ID964952423,63 Beach Rd,2,h,1690000.0,15/10/2016,1.0,1.0,319.0,49.0,-37.9409,145.0001
ID365388098,401/216 Rouse St,1,u,420000.0,7/11/2016,1.0,1.0,0.0,119.0,-37.841,144.9379
ID687517819,3 Fairview Gr,5,h,3365000.0,28/05/2016,2.0,2.0,1339.0,94.0,-37.8649,145.0547
ID950189766,15 Anthony Dr,3,h,1028800.0,26/08/2017,2.0,1.0,470.0,59.0,-37.88751,145.13545
ID978346232,40 Metung St,5,h,2800000.0,4/06/2016,3.0,2.0,678.0,18.0,-37.8048,145.0708
ID526819267,3 Clive Ct,4,h,950000.0,10/12/2016,3.0,3.0,761.0,49.0,-37.7524,144.8714
ID641016684,2 Ireland Av,3,h,605000.0,15/07/2017,2.0,2.0,688.0,29.0,-38.037,145.30862
ID692857899,4 Agatha St,3,h,1240000.0,8/10/2016,2.0,2.0,307.0,119.0,-37.7543,144.9249
ID476360895,13 Lord St,4,h,1550000.0,15/07/2017,2.0,1.0,642.0,10.0,-37.88512,145.04554
ID751894181,4/13 Glen Valley Rd,1,h,360000.0,12/08/2017,1.0,1.0,76.0,49.0,-37.832209999999996,145.17117
ID393592889,10/2 Howlett St,2,u,500000.0,8/04/2017,1.0,1.0,0.0,19.0,-37.7897,144.9228
ID959435306,15 Dover St,2,h,1065000.0,4/03/2017,1.0,1.0,273.0,89.0,-37.895,145.02200000000005
ID346559319,15 Ellendale St,3,t,1150000.0,6/08/2016,2.0,1.0,207.0,16.0,-37.7893,145.092
ID189062232,58 Church St,3,h,570000.0,27/05/2017,1.0,2.0,660.0,59.0,-37.909079999999996,144.65774
ID643585003,1/3 Eldridge St,1,u,227000.0,4/03/2017,1.0,1.0,0.0,49.0,-37.7907,144.8924
ID978179329,8/187 Tucker Rd,3,u,517500.0,28/08/2016,1.0,1.0,0.0,49.0,-37.9178,145.0511
ID173890567,3 Rosehill Ct,4,h,757000.0,9/09/2017,2.0,3.0,800.0,34.0,-37.67217,145.0642
ID126384097,9 Howard St,3,h,780000.0,10/12/2016,1.0,2.0,457.0,59.0,-37.7199,145.0155
ID683838143,45 Northcote Rd,3,h,1450000.0,16/09/2017,1.0,1.0,245.0,99.0,-37.85335,145.01698000000005
ID475543328,27 Davey St,3,h,687000.0,12/11/2016,1.0,1.0,695.0,69.0,-37.7853,144.8114
ID215917353,21/7 Alfred Sq,2,u,520000.0,25/02/2017,1.0,1.0,1235.0,39.0,-37.8645,144.9749
ID340989753,403/120 Greville St,2,u,712500.0,28/05/2016,2.0,1.0,0.0,129.0,-37.8493,144.9908
ID981425805,672 North Rd,3,h,1103000.0,9/09/2017,1.0,2.0,401.0,59.0,-37.90491,145.04568
ID463979042,2/120 Suffolk St,2,h,502000.0,8/10/2016,1.0,1.0,144.0,14.0,-37.7895,144.8667
ID925799562,7/765 Malvern Rd,2,u,620000.0,4/03/2017,1.0,1.0,1119.0,11.0,-37.8498,145.0173
ID950230096,262 Union Rd,4,h,3290000.0,22/05/2016,3.0,2.0,1007.0,109.0,-37.8135,145.0995
ID544619529,5 Kilburn St,4,h,1610000.0,12/08/2017,3.0,2.0,861.0,64.0,-37.73154,144.92243
ID153232359,24 Guest Rd,3,h,1235000.0,15/10/2016,1.0,4.0,743.0,59.0,-37.9129,145.094
ID467661795,2/22 Scott Gr,3,t,780000.0,10/09/2016,2.0,2.0,160.0,17.0,-37.8525,145.0973
ID472146661,2/12 Randwick Dr,3,h,635000.0,8/07/2017,2.0,2.0,174.0,17.0,-37.72012,144.86149
ID129256860,5 Grange Rd,3,h,1650000.0,6/08/2016,1.0,2.0,875.0,7.0,-37.8815,145.0491
ID508218741,1 Jassa St,3,h,1352000.0,19/11/2016,1.0,2.0,686.0,69.0,-37.9113,145.0765
ID417357520,20 Westminster Dr,3,h,892500.0,22/05/2016,1.0,1.0,586.0,54.0,-37.7642,144.8603
ID266061532,50 Lewisham Rd,3,h,2368000.0,27/06/2016,2.0,1.0,322.0,49.0,-37.8547,144.9995
ID517806317,10/18 Ireland St,1,u,460000.0,4/06/2016,1.0,1.0,0.0,19.0,-37.8076,144.9456
ID294743984,114 Through Rd,3,h,1930000.0,6/05/2017,1.0,2.0,643.0,99.0,-37.8405,145.0924
ID717815230,30 Cedar St,2,h,1001000.0,26/07/2016,2.0,1.0,255.0,129.0,-37.8887,145.0207
ID685694272,270 Albion St,3,h,880000.0,24/09/2016,1.0,1.0,264.0,104.0,-37.7603,144.9573
ID327013110,12 Hilda St,4,h,2200000.0,4/03/2017,3.0,2.0,567.0,99.0,-37.8742,145.0614
ID579972346,75 Deakin St,3,h,1165000.0,12/08/2017,1.0,1.0,590.0,89.0,-37.746520000000004,144.89178
ID587239477,41 Essex St,3,u,630000.0,3/06/2017,1.0,1.0,365.0,20.0,-37.72737,144.94593
ID185410196,32 Heron Ct,4,h,1050000.0,9/09/2017,2.0,2.0,770.0,59.0,-37.78929,145.2458
ID170016952,131 Linacre Rd,4,h,1680000.0,6/08/2016,1.0,1.0,723.0,64.0,-37.9437,145.0175
ID650717089,8/54 Moonya Rd,1,u,346000.0,4/03/2017,1.0,1.0,60.0,49.0,-37.8965,145.0618
ID680734988,14 Atkins St,4,h,2375000.0,16/09/2017,3.0,2.0,481.0,29.0,-37.81027,145.04476
ID121913865,27 Summerhill Rd,2,h,800000.0,9/09/2017,1.0,2.0,353.0,89.0,-37.79047,144.88289
ID419559710,14 Gavin St,3,h,605000.0,23/09/2017,1.0,0.0,593.0,59.0,-37.68775,144.90941999999995
ID127351513,23 Canberra Rd,4,h,4500000.0,15/10/2016,3.0,2.0,732.0,39.0,-37.8349,145.01
ID844127668,18a Berembong Dr,2,u,470000.0,13/08/2016,1.0,1.0,218.0,49.0,-37.7337,144.8617
ID874482570,1/60 Mimosa Rd,2,u,455000.0,16/07/2016,1.0,1.0,0.0,49.0,-37.8897,145.0524
ID547550598,2 Merton Cl,3,h,1385000.0,1/07/2017,1.0,2.0,807.0,49.0,-37.86618,145.14757
ID309573413,11 Perth St,3,h,1470000.0,4/03/2017,1.0,2.0,701.0,84.0,-37.8868,145.0688
ID505328379,2/52 Barton St,2,u,807000.0,17/06/2017,1.0,1.0,1501.0,59.0,-37.81665,145.10043000000005
ID173437009,21 Pyalong Cr,3,h,420500.0,15/07/2017,1.0,1.0,650.0,49.0,-37.675059999999995,144.93793
ID313513945,25 Elm St,3,h,1220000.0,12/08/2017,1.0,1.0,293.0,119.0,-37.784459999999996,144.92797
ID534132681,84 The Boulevard,3,h,740000.0,27/05/2017,1.0,2.0,727.0,67.0,-37.67873,145.01878
ID852342569,30 Downs St,2,t,550500.0,22/05/2016,1.0,2.0,135.0,7.0,-37.7242,144.9411
ID621733738,13 Anglers Dr,4,h,600000.0,22/07/2017,2.0,2.0,500.0,6.0,-37.627559999999995,145.03364
ID919029062,4/2 Hornby St,1,t,681000.0,24/09/2016,1.0,1.0,166.0,7.0,-37.9159,145.019
ID240437253,184 Finch St,3,h,3310000.0,20/05/2017,3.0,2.0,662.0,31.0,-37.8605,145.0455
ID483109983,4/97 Earl St,4,t,1000000.0,24/09/2016,3.0,2.0,317.0,27.0,-37.794000000000004,145.032
ID354899735,66 Ursa St,3,h,1490000.0,17/06/2017,1.0,2.0,703.0,69.0,-37.78327,145.07709
ID532199065,5 Robin Ct,4,h,1782000.0,25/02/2017,3.0,3.0,586.0,17.0,-37.7739,145.1287
ID441366838,12 Athol St,6,h,2150000.0,4/03/2017,3.0,2.0,912.0,99.0,-37.77,144.9189
ID722886879,58 Teddington Rd,3,h,1320000.0,18/06/2016,2.0,2.0,320.0,49.0,-37.9364,145.02100000000004
ID463518359,1/25 Morell St,3,h,420000.0,15/10/2016,1.0,2.0,0.0,59.0,-37.7025,144.9504
ID454354470,2 Moore St,1,h,911000.0,29/04/2017,1.0,0.0,126.0,119.0,-37.8259,145.0107
ID468762630,1 Swallow La,3,u,605000.0,3/06/2017,1.0,2.0,4096.0,131.0,-37.8021,144.9075
ID536285149,2/2 Myrniong Gr,3,h,1600000.0,7/05/2016,2.0,2.0,200.0,99.0,-37.8396,145.0514
ID225296943,1509/152 Sturt St,2,u,569000.0,11/03/2017,2.0,1.0,3878.0,7.0,-37.8255,144.9665
ID536146727,7 Hope St,3,t,1200000.0,24/09/2016,2.0,2.0,541.0,59.0,-37.8628,145.0486
ID568680580,49 Bent St,3,h,1500000.0,28/05/2016,1.0,1.0,929.0,69.0,-37.8651,144.832
ID671178619,7/32 Gardenia Rd,2,u,440000.0,18/06/2016,1.0,1.0,0.0,49.0,-37.8971,145.0093
ID514166507,62 Croydon Rd,3,h,985500.0,24/06/2017,1.0,2.0,973.0,11.0,-37.78964000000001,145.2829
ID949931009,78 Emo Rd,4,h,2355000.0,3/12/2016,2.0,3.0,0.0,104.0,-37.8755,145.0523
ID290606669,15 George St,3,h,800000.0,8/10/2016,1.0,2.0,570.0,69.0,-37.718,144.9999
ID705675167,5 Charles St,4,h,705000.0,25/02/2017,2.0,1.0,570.0,79.0,-37.7749,144.8329
ID208717076,13 Franklin St,3,h,725000.0,22/05/2016,2.0,1.0,374.0,69.0,-37.939,145.0533
ID272147806,12/228 The Avenue,1,u,500000.0,27/11/2016,1.0,1.0,2431.0,129.0,-37.7821,144.9576
ID494556361,117 Marshall Rd,3,h,662000.0,23/04/2016,1.0,2.0,612.0,44.0,-37.7169,144.8815
ID665627167,18 Avoca St,4,h,5700000.0,12/11/2016,2.0,0.0,292.0,139.0,-37.8377,144.9894
ID905069238,1/29 Atkinson St,3,t,905000.0,20/05/2017,1.0,2.0,418.0,64.0,-37.885999999999996,145.096
ID512295079,49 Roberts Rd,4,h,765000.0,27/11/2016,1.0,2.0,509.0,44.0,-37.7261,144.8785
ID501099167,2/21 Elphin Gr,2,u,657500.0,19/11/2016,1.0,1.0,728.0,54.0,-37.8177,145.0424
ID455687859,2/1 Barbara St,2,u,605000.0,19/11/2016,1.0,2.0,180.0,39.0,-37.9363,145.0564
ID876830501,56 Denham St,3,h,1955000.0,27/05/2017,1.0,2.0,261.0,129.0,-37.81965,145.02366999999995
ID778136001,302/366 Church St,2,u,712000.0,26/07/2016,1.0,1.0,0.0,7.0,-37.823,144.9982
ID156243758,17 Chinnock Ct,5,h,680000.0,24/06/2017,3.0,2.0,646.0,119.0,-37.59902,144.92517
ID985300939,111 Loongana Av,3,h,770000.0,12/08/2017,1.0,2.0,604.0,59.0,-37.70855,144.90441
ID943417441,5 Russel Av,3,h,755000.0,22/07/2017,2.0,2.0,840.0,29.0,-38.02621,145.34635
ID317145525,33 Baxter Av,3,h,875000.0,16/09/2017,1.0,3.0,534.0,49.0,-38.046659999999996,145.12354
ID454368504,15 Retreat Pl,4,h,645000.0,1/07/2017,2.0,2.0,702.0,35.0,-37.8967,144.65264
ID864335660,1/247 Keilor Rd,3,t,750000.0,18/06/2016,1.0,1.0,253.0,22.0,-37.7397,144.898
ID363427955,2 Jamieson St,5,h,2155000.0,15/10/2016,2.0,2.0,692.0,99.0,-37.7784,145.0035
ID236318492,1/40 McComas St,2,u,410000.0,7/11/2016,1.0,1.0,180.0,15.0,-37.7283,145.0207
ID907575188,69 Chirnside St,3,h,1180000.0,3/06/2017,1.0,1.0,335.0,49.0,-37.80742,144.88297
ID524676617,4/32 Montgomery St,3,u,720000.0,12/08/2017,1.0,1.0,146.0,89.0,-37.75132,145.05331
ID493288767,4 Albany Ct,4,h,630000.0,3/09/2017,2.0,2.0,720.0,18.0,-37.87215,144.65608
ID301476933,11 Billson St,3,h,1400000.0,7/05/2016,1.0,3.0,613.0,69.0,-37.9177,145.0143
ID730203876,18 Molesworth Ct,4,h,1276000.0,12/08/2017,2.0,1.0,323.0,74.0,-37.794290000000004,144.87412
ID302724651,80 South Rd,4,h,645000.0,7/11/2016,2.0,1.0,283.0,29.0,-37.7908,144.8485
ID320971320,89 McMahon Rd,3,h,620000.0,27/11/2016,1.0,2.0,653.0,59.0,-37.7108,145.0156
ID577120818,14 Arthur St,3,h,1365000.0,3/09/2016,1.0,0.0,513.0,99.0,-37.8678,145.02700000000004
ID595067453,9 Ronald Av,3,h,690000.0,29/07/2017,2.0,4.0,806.0,34.0,-37.65498,145.08712
ID137297806,18 Francis St,2,h,780000.0,20/05/2017,1.0,1.0,433.0,79.0,-37.7521,145.0516
ID522854543,7 Duff St,4,h,1665000.0,16/09/2017,3.0,2.0,780.0,19.0,-37.9602,145.02026
ID399558166,527 Kings Rd,3,h,790500.0,3/06/2017,2.0,2.0,808.0,14.0,-37.6943,144.78187
ID203090745,182 Keele St,2,h,670000.0,18/03/2017,1.0,0.0,118.0,119.0,-37.7976,144.993
ID662925817,22 Claremont Cr,3,h,510000.0,9/09/2017,1.0,2.0,600.0,44.0,-37.8835,144.68447
ID517445572,26 Kirkwood Av,5,h,3350000.0,12/08/2017,4.0,4.0,700.0,44.0,-37.95762,145.01418
ID510203539,90 Bennett St,3,h,1400000.0,16/09/2017,2.0,2.0,9338.0,59.0,-37.781009999999995,144.98843
ID687788594,52 Emily St,3,h,1200000.0,14/05/2016,2.0,1.0,588.0,26.0,-37.8937,145.0648
ID798452723,13 Orlit Ct,4,h,545000.0,27/05/2017,2.0,2.0,635.0,34.0,-37.64051,145.05743
ID943642277,2/95 Dodds St,2,u,623000.0,7/05/2016,1.0,1.0,0.0,24.0,-37.828,144.9683
ID662299762,40 Kennedy St,3,h,1208000.0,12/11/2016,1.0,1.0,747.0,24.0,-37.9198,145.0791
ID655514600,145a Jasper Rd,3,h,1100000.0,16/07/2016,1.0,2.0,632.0,69.0,-37.921,145.0411
ID667257186,3/220 Warrigal Rd,2,u,435000.0,12/11/2016,1.0,1.0,896.0,59.0,-37.8479,145.0958
ID998046994,6 McShane St,3,h,779000.0,18/06/2016,1.0,2.0,945.0,34.0,-37.7027,145.0001
ID723804698,27/4 Seisman Pl,1,u,577000.0,8/10/2016,1.0,1.0,0.0,15.0,-37.8424,144.9449
ID773792154,49 Clifton St,2,h,765000.0,19/11/2016,1.0,0.0,98.0,129.0,-37.8501,144.9953
ID837368386,119 Boldrewood Pde,3,h,930000.0,16/09/2017,1.0,2.0,735.0,129.0,-37.714909999999996,145.02191000000005
ID280979777,19/8 The Strand,2,t,830000.0,7/11/2016,1.0,0.0,56.0,39.0,-37.8581,144.9011
ID702893585,8/48 Derby St,2,u,643000.0,20/05/2017,1.0,1.0,0.0,59.0,-37.8018,145.0376
ID550489174,30 Rothwell St,3,h,940000.0,3/12/2016,1.0,2.0,298.0,99.0,-37.7777,144.9195
ID803186906,15/14 The Esplanade,2,u,641000.0,8/04/2017,1.0,1.0,72.0,39.0,-37.7881,145.0058
ID573486898,5 Reys Cl,4,h,1285000.0,16/09/2017,2.0,4.0,656.0,39.0,-38.00394,145.1025
ID594661650,386 Station St,3,h,1160000.0,27/11/2016,2.0,2.0,644.0,18.0,-37.7604,145.02100000000004
ID924209309,12 Tambet St,2,h,702000.0,13/08/2016,1.0,1.0,591.0,59.0,-37.9179,145.071
ID483194218,70 Teddington Rd,3,h,1682000.0,10/12/2016,1.0,1.0,767.0,69.0,-37.9365,145.02200000000005
ID425277441,216 Progress Rd,4,h,890000.0,24/06/2017,2.0,2.0,786.0,39.0,-37.70257,145.14995
ID819234525,43 Fewster Rd,4,h,1250000.0,10/09/2016,3.0,2.0,398.0,5.0,-37.9381,145.0161
ID944232708,16 Kinsale St,3,h,665000.0,7/05/2016,1.0,4.0,503.0,19.0,-37.7226,144.9953
ID996046395,85 Roseneath St,2,h,1105000.0,8/10/2016,1.0,1.0,185.0,109.0,-37.7927,144.9981
ID468554835,40b Drysdale St,3,t,620500.0,7/05/2016,2.0,1.0,158.0,8.0,-37.7293,145.0216
ID158901337,89 John St,3,h,610000.0,3/09/2016,1.0,2.0,696.0,59.0,-37.6972,144.9431
ID731364609,33a Deutscher St,3,u,765000.0,6/05/2017,2.0,1.0,292.0,11.0,-37.7593,144.8561
ID163694265,6 Clarke St,3,h,1050000.0,15/10/2016,1.0,0.0,158.0,109.0,-37.7756,144.9891
ID768892766,66 Champion St,4,h,3900000.0,22/05/2016,2.0,2.0,842.0,29.0,-37.9227,145.0043
ID563702182,5 Berenice Tce,4,h,4000000.0,10/09/2016,2.0,2.0,632.0,49.0,-37.8338,145.0086
ID390045506,128 Driscolls Rd,3,h,582000.0,16/07/2016,2.0,4.0,530.0,39.0,-37.7375,144.8282
ID339669823,78 Edwin St,5,h,1587500.0,6/08/2016,5.0,2.0,599.0,6.0,-37.7521,145.0505
ID783040740,95 Walter St,4,h,1480000.0,17/09/2016,2.0,2.0,597.0,80.0,-37.7757,144.9088
ID294539403,40 Lockton Av,3,h,670000.0,29/07/2017,2.0,1.0,536.0,49.0,-37.69505,144.98126000000005
ID378604121,32 Retreat Rd,4,h,1900000.0,3/09/2017,3.0,2.0,699.0,34.0,-37.94088,145.0145
ID158636470,42a Essex Rd,4,h,1725000.0,18/06/2016,2.0,2.0,798.0,44.0,-37.8308,145.0916
ID995245984,4/8 Keam St,2,u,450000.0,14/05/2016,1.0,1.0,88.0,59.0,-37.7389,144.8998
ID608673855,1120 Burke Rd,3,h,2668000.0,22/07/2017,1.0,2.0,939.0,39.0,-37.794940000000004,145.06382
ID632908981,1 Blackshaw St,2,h,1668000.0,24/09/2016,1.0,2.0,595.0,21.0,-37.9092,145.0507
ID401243830,52 Frater St,3,h,1920000.0,10/12/2016,1.0,2.0,672.0,79.0,-37.789,145.0616
ID649204644,309/166 Rouse St,2,u,655000.0,18/06/2016,1.0,1.0,0.0,13.0,-37.8416,144.939
ID771192380,10 Tyler St,3,h,550000.0,8/10/2016,2.0,1.0,164.0,69.0,-37.7335,145.0374
ID957803339,224 Ballarat Rd,2,h,690500.0,19/11/2016,1.0,1.0,212.0,119.0,-37.7903,144.8879
ID829180406,266 Warrigal Rd,4,h,1050000.0,24/06/2017,2.0,2.0,624.0,59.0,-37.91489,145.08441000000005
ID251483984,4/2 Strettle St,2,u,716000.0,8/04/2017,1.0,1.0,0.0,24.0,-37.7554,144.982
ID500464684,12 Altyre Ct,3,h,565000.0,1/07/2017,1.0,2.0,614.0,44.0,-37.730740000000004,144.78925
ID240437253,184 Finch St,3,h,3310000.0,20/05/2017,3.0,2.0,662.0,31.0,-37.8605,145.0455
ID144308999,27 Charles St,2,h,1030000.0,30/07/2016,1.0,1.0,172.0,89.0,-37.8086,144.9946
ID439316801,4 Invermay Gr,3,h,1768000.0,9/09/2017,2.0,2.0,304.0,49.0,-37.832770000000004,145.04373
ID645928411,29 Charlotte St,3,h,901000.0,22/05/2016,1.0,1.0,557.0,119.0,-37.8378,144.8657
ID655547765,3/573 Riversdale Rd,2,t,900400.0,10/09/2016,1.0,1.0,93.0,59.0,-37.8314,145.0611
ID517039106,7 Kenneth St,3,h,1100000.0,4/03/2017,2.0,3.0,490.0,69.0,-37.7413,145.0203
ID529509441,4/6 Kelly St,3,u,701000.0,8/04/2017,2.0,2.0,235.0,19.0,-37.8856,145.0934
ID462157880,3 Brooke St,4,h,1950000.0,28/05/2016,2.0,1.0,489.0,109.0,-37.7762,145.0027
ID404158112,79 Chomley St,3,h,1358000.0,10/09/2016,1.0,1.0,189.0,49.0,-37.8561,145.0056
ID601127029,18/55 Moreland St,3,u,855000.0,17/06/2017,2.0,2.0,0.0,49.0,-37.804429999999996,144.90642
ID747650611,4/47 Middle Rd,2,u,420000.0,25/02/2017,1.0,1.0,0.0,49.0,-37.7678,144.8899
